job title,agency,department,location,salary,search_keyword
Civil Engineer,U.S. Fish and Wildlife Service,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Civil Engineer
Civil Engineer,"Interior, Bureau of Indian Affairs",Department of the Interior,"Phoenix, Arizona
                    Phoenix, Arizona","Starting at $39,294 Per Year (GS 5-9)",Civil Engineer
Civil Engineer,Forest Service,Department of Agriculture,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Civil Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Rock Island, Illinois
                    Rock Island, Illinois","Starting at $70,121 Per Year (GS 11-12)",Civil Engineer
Lead Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Jacksonville, Florida
                    Jacksonville, Florida","Starting at $98,496 Per Year (GS 13)",Civil Engineer
Lead Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Jacksonville, Florida
                    Jacksonville, Florida","Starting at $98,496 Per Year (GS 13)",Civil Engineer
Civil Engineer (Structural),Bureau of Reclamation,Department of the Interior,"Billings, Montana
                    Billings, Montana","Starting at $97,169 Per Year (GS 12)",Civil Engineer
Civil Engineer - Direct Hire,Department of Transportation - Agency Wide,Department of Transportation,"Location Negotiable After Selection,","Starting at $46,696 Per Year (GS 07-09)",Civil Engineer
Supervisory Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Jacksonville, Florida
                    Jacksonville, Florida","Starting at $98,496 Per Year (GS 13)",Civil Engineer
CIVIL ENGINEER (TITLE 32),Air National Guard Units,Department of the Air Force,"Peoria, Illinois
                    Peoria, Illinois","Starting at $82,830 Per Year (GS 12)",Civil Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Savannah, Georgia
                    Savannah, Georgia","Starting at $109,908 Per Year (GS 13)",Civil Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Los Angeles, California
                    Los Angeles, California","Starting at $80,015 Per Year (GS 11)",Civil Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Los Angeles, California
                    Los Angeles, California","Starting at $95,905 Per Year (GS 12)",Civil Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Civil Engineer
CIVIL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Ventura, California
                    Ventura, California","Starting at $95,905 Per Year (GS 12)",Civil Engineer
Civil Engineer,Forest Service,Department of Agriculture,Multiple Locations,"Starting at $69,107 Per Year (GS 11-12)",Civil Engineer
CIVIL ENGINEER,Department of the Air Force - Agency Wide,Department of the Air Force,Multiple Locations,"Starting at $59,319 Per Year (GS 11-15)",Civil Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Pittsburgh, Pennsylvania
                    Pittsburgh, Pennsylvania","Starting at $71,402 Per Year (GS 11-12)",Civil Engineer
Civil Engineer,U.S. Army Corps of Engineers,Department of the Army,"Los Angeles, California
                    Los Angeles, California","Starting at $60,122 Per Year (GS 7-11)",Civil Engineer
Automotive Worker Supervisor (Automotive Worker Foreman - UNICOR),"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,"Glenville, West Virginia
                    Glenville, West Virginia",Starting at $34.19 Per Hour (WS 08),Product Manager
Automotive Worker Supervisor (Automotive Worker Foreman - UNICOR),"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,"Bastrop, Texas
                    Bastrop, Texas",Starting at $34.86 Per Hour (WS 08),Product Manager
MWR Sales Clerk (Barista),"Commander, Navy Installations",Department of the Navy,"San Diego, California
                    San Diego, California",Starting at $16.30 Per Hour (NF 1),Product Manager
SALES ASSOCIATE NF1*,U.S. Marine Corps,Department of the Navy,"Arlington, Virginia
                    Arlington, Virginia",Starting at $15 Per Hour (NF 01),Product Manager
"SALES ASSOCIATE NF1- SOI $1,000 HIRING BONUS",U.S. Marine Corps,Department of the Navy,"Oceanside, California
                    Oceanside, California",Starting at $16.80 Per Hour (NF 01),Product Manager
Division Manager,Bureau of Engraving and Printing,Department of the Treasury,"Fort Worth, Texas
                    Fort Worth, Texas","Starting at $126,254 Per Year (GS 14)",Product Manager
PROGRAM MANAGER,Naval Sea Systems Command,Department of the Navy,"Washington Navy Yard, District of Columbia
                    Washington Navy Yard, District of Columbia","Starting at $132,368 Per Year (NH 4)",Product Manager
Lead Contract Specialist (Direct Hire),National Aeronautics and Space Administration - Agency Wide,National Aeronautics and Space Administration,Multiple Locations,"Starting at $116,393 Per Year (GS 14)",Product Manager
General Engineer (Project Manager),"Treasury, Departmental Offices",Department of the Treasury,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13-14)",Product Manager
General Maintenance & Operations Supervisor,Smithsonian Institution,Other Agencies and Independent Organizations,"Front Royal, Virginia
                    Front Royal, Virginia",Starting at $41.57 Per Hour (WS 10),Product Manager
General Maintenance & Operations Supervisor,Smithsonian Institution,Other Agencies and Independent Organizations,"Front Royal, Virginia
                    Front Royal, Virginia",Starting at $41.57 Per Hour (WS 10),Product Manager
Supervisory Social Worker,Veterans Health Administration,Department of Veterans Affairs,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Product Manager
INTERDISCIPLINARY,United States Army Futures Command,Department of the Army,"Fort Belvoir, Virginia
                    Fort Belvoir, Virginia","Starting at $94,199 Per Year (DB 3)",Product Manager
Weapons Systems Support Specialist,Defense Logistics Agency,Department of Defense,"Philadelphia, Pennsylvania
                    Philadelphia, Pennsylvania","Starting at $90,893 Per Year (GS 12)",Product Manager
Information Technology Specialist (Data Management),Patent and Trademark Office,Department of Commerce,Anywhere in the U.S. (remote job),"Starting at $112,015 Per Year (GS 13)",Product Manager
Supervisory Commissary Management Specialist (User Experience Division Chief),Defense Commissary Agency,Department of Defense,"Fort Gregg-Adams, Virginia
                    Fort Gregg-Adams, Virginia","Starting at $121,268 Per Year (GS 14)",Product Manager
Supervisory Commissary Management Specialist (User Experience Division Chief),Defense Commissary Agency,Department of Defense,"Fort Gregg-Adams, Virginia
                    Fort Gregg-Adams, Virginia","Starting at $121,268 Per Year (GS 14)",Product Manager
FOOD SERVICE ASSISTANT MANAGER (BURGER KING) NF-03 RFT (LOCAL COMMUTING AREA ONLY),U.S. Marine Corps,Department of the Navy,"Iwakuni, Japan
                    Iwakuni, Japan",Starting at $19 Per Hour (NF 03),Product Manager
FOOD SERVICE ASSISTANT MANAGER (TACO BELL) NF-03 RFT (LOCAL COMMUTING AREA ONLY),U.S. Marine Corps,Department of the Navy,"Iwakuni, Japan
                    Iwakuni, Japan",Starting at $19 Per Hour (NF 03),Product Manager
SUPERVISORY ACQUISITION PROGRAM MANAGER-DIRECT HIRING AUTHORITY,Department of the Air Force - Agency Wide,Department of the Air Force,"Hill AFB, Utah
                    Hill AFB, Utah","Starting at $116,393 Per Year (NH 4)",Product Manager
Physician Informaticist,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $130,000 Per Year (VM 15)",Product Manager
MWR Recreation Aid- Bowling,"Commander, Navy Installations",Department of the Navy,"China Lake, California
                    China Lake, California",Starting at $15.50 Per Hour (NF 1),Product Manager
Certified Registered Nurse Anesthetist (CRNA),Veterans Health Administration,Department of Veterans Affairs,"Cincinnati, Ohio
                    Cincinnati, Ohio","Starting at $140,005 Per Year (VN 00)",Product Manager
Health Systems Specialist - Associate Group Practice Manager,Veterans Health Administration,Department of Veterans Affairs,"Fayetteville, North Carolina
                    Fayetteville, North Carolina","Starting at $71,995 Per Year (GS 11-12)",Product Manager
PHYSIOLOGIST,Consumer Product Safety Commission,Other Agencies and Independent Organizations,"Rockville, Maryland
                    Rockville, Maryland","Starting at $94,199 Per Year (GS 12)",Product Manager
Data Engineer,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $69,287 Per Year (GS 9-13)",Data Engineer
DST Data Engineer,Central Intelligence Agency,Other Agencies and Independent Organizations,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $72,030 Per Year (GS 8-15)",Data Engineer
"Computer Engineer, AST, Data Systems",George C. Marshall Space Flight Center,National Aeronautics and Space Administration,"Huntsville, Alabama
                    Huntsville, Alabama","Starting at $142,150 Per Year (GS 15)",Data Engineer
LEAD ENGINEERING TECHNICIAN,United States Army Futures Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $94,199 Per Year (DE 3)",Data Engineer
General Engineer - Data Scientist/Statistician/Mathematician/Methodologist/Computer Scientist,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $116,393 Per Year (GS 14)",Data Engineer
LEAD INTERDISCIPLINARY,United States Army Futures Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $94,199 Per Year (DB 3)",Data Engineer
LEAD IT SPECIALIST (INFOSEC),United States Army Futures Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $94,199 Per Year (DE 3)",Data Engineer
ELECTRONICS ENGINEER-DIRECT HIRE AUTHORITY,Department of the Air Force - Agency Wide,Department of the Air Force,"Hill AFB, Utah
                    Hill AFB, Utah","Starting at $82,830 Per Year (NH 3)",Data Engineer
General Engineer,Forest Service,Department of Agriculture,"Madison, Wisconsin
                    Madison, Wisconsin","Starting at $63,734 Per Year (GS 9-11)",Data Engineer
General Engineer (Inspector) (Open to both U.S. Citizens and Federal Employees),Pipeline and Hazardous Materials Safety Administration,Department of Transportation,Multiple Locations,"Starting at $38,240 Per Year (GS 05-09)",Data Engineer
Interdisciplinary,United States Army Futures Command,Department of the Army,"Austin, Texas
                    Austin, Texas","Starting at $119,290 Per Year (GS 14)",Data Engineer
Civil Engineer,U.S. Fish and Wildlife Service,Department of the Interior,Multiple Locations,"Starting at $82,830 Per Year (GS 12)",Data Engineer
SUPERVISORY ACQUISITION PROGRAM MANAGER-DIRECT HIRING AUTHORITY,Department of the Air Force - Agency Wide,Department of the Air Force,"Hill AFB, Utah
                    Hill AFB, Utah","Starting at $116,393 Per Year (NH 4)",Data Engineer
Civil Engineer,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $109,019 Per Year (GS 12)",Data Engineer
Civil Engineer (Highway - Construction)  -  DIRECT HIRE,Federal Highway Administration,Department of Transportation,Multiple Locations,"Starting at $69,107 Per Year (GS 11-12)",Data Engineer
Civil Engineer (Highway - Construction) (Open to both U.S. Citizens and Federal Employees),Federal Highway Administration,Department of Transportation,Multiple Locations,"Starting at $42,068 Per Year (GS 05-09)",Data Engineer
PRODUCTION CONTROLLER,Army National Guard Units,Department of the Army,"Council Bluffs, Iowa
                    Council Bluffs, Iowa","Starting at $47,104 Per Year (GS 7)",Data Engineer
ENGINEER/SCIENTIST,Naval Sea Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $78,592 Per Year (ND 4)",Data Engineer
"Associate Chief Engineer, Projects (Supervisory Healthcare Engineer)",Veterans Health Administration,Department of Veterans Affairs,"Atlanta, Georgia
                    Atlanta, Georgia","Starting at $136,965 Per Year (GS 13)",Data Engineer
NAVAL ARCHITECT,Naval Sea Systems Command,Department of the Navy,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Data Engineer
INTERDISCIPLINARY,United States Army Futures Command,Department of the Army,"Aberdeen Proving Ground, Maryland
                    Aberdeen Proving Ground, Maryland","Starting at $94,199 Per Year (DB 3)",Data Engineer
Electronics Engineer,Forest Service,Department of Agriculture,"Madison, Wisconsin
                    Madison, Wisconsin","Starting at $69,204 Per Year (GS 11-12)",Data Engineer
Civil Engineer (Geotechnical),U.S. Army Corps of Engineers,Department of the Army,"Savannah, Georgia
                    Savannah, Georgia","Starting at $66,802 Per Year (GS 7-12)",Data Engineer
Materials Engineer (Textiles),U.S. Army Joint Munitions Command,Department of the Army,"Pine Bluff Arsenal, Arkansas
                    Pine Bluff Arsenal, Arkansas","Starting at $46,696 Per Year (GS 7-12)",Data Engineer
NAVAL ARCHITECT,Naval Sea Systems Command,Department of the Navy,Multiple Locations,"Starting at $69,107 Per Year (GS 11-12)",Data Engineer
Medicaid Long-Term Services and Supports Senior Analyst,Medicaid and CHIP Payment and Access Commission,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $100,000 Per Year (GS 00)",Data Analyst
Program Analyst,"Justice, Office of the Inspector General",Department of Justice,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $64,957 Per Year (GS 9-11)",Data Analyst
Supervisory Program Analyst,Office of Personnel Management,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 14)",Data Analyst
Supervisory Program Analyst,Office of Personnel Management,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 14)",Data Analyst
Supervisory Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $99,908 Per Year (GS 14)",Data Analyst
Interdisciplinary,United States Army Futures Command,Department of the Army,"Austin, Texas
                    Austin, Texas","Starting at $119,290 Per Year (GS 14)",Data Analyst
Operations Research Analyst,Citizenship and Immigration Services,Department of Homeland Security,Anywhere in the U.S. (remote job),"Starting at $84,546 Per Year (GS 13-14)",Data Analyst
Supervisory Management and Program Analyst,Veterans Health Administration,Department of Veterans Affairs,Anywhere in the U.S. (remote job),"Starting at $116,393 Per Year (GS 14)",Data Analyst
Program Analyst - Dashboard Development,Veterans Health Administration,Department of Veterans Affairs,"Denver, Colorado
                    Denver, Colorado","Starting at $91,753 Per Year (GS 12)",Data Analyst
Supervisory Operations Research Analyst,US ARMY HUMAN RESOURCES COMMAND (DRU),Department of the Army,"Fort Knox, Kentucky
                    Fort Knox, Kentucky","Starting at $116,393 Per Year (GS 14)",Data Analyst
Budget Analyst,Animal and Plant Health Inspection Service,Department of Agriculture,"West Valley City, Utah
                    West Valley City, Utah","Starting at $57,118 Per Year (GS 9-11)",Data Analyst
Management and Program Analyst,Federal Highway Administration,Department of Transportation,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13-14)",Data Analyst
MANAGEMENT AND PROGRAM ANALYST,Federal Trade Commission,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $112,015 Per Year (GS 13)",Data Analyst
Management Analyst,U.S. Army Joint Munitions Command,Department of the Army,"Richmond, Kentucky
                    Richmond, Kentucky","Starting at $69,107 Per Year (GS 11)",Data Analyst
Management and Program Analyst,Department of Energy - Agency Wide,Department of Energy,Multiple Locations,"Starting at $57,118 Per Year (GS 9-15)",Data Analyst
Management and Program Analyst,Department of Energy - Agency Wide,Department of Energy,Anywhere in the U.S. (remote job),"Starting at $57,118 Per Year (GS 9-15)",Data Analyst
Program Analyst,Patent and Trademark Office,Department of Commerce,"Dallas, Texas
                    Dallas, Texas","Starting at $74,961 Per Year (GS 11-12)",Data Analyst
Program Analyst,Patent and Trademark Office,Department of Commerce,"Dallas, Texas
                    Dallas, Texas","Starting at $74,961 Per Year (GS 11-12)",Data Analyst
Operations Research Analyst (Talent Analysis),US Army Civilian Human Resources Agency,Department of the Army,Anywhere in the U.S. (remote job),"Starting at $78,592 Per Year (GS 11-13)",Data Analyst
Management Analyst,Vet Customer Experience (VCE),Department of Veterans Affairs,"District of Columbia, District of Columbia
                    District of Columbia, District of Columbia","Starting at $112,015 Per Year (GS 13)",Data Analyst
Lead Program Analyst (Customer Support),Office of Personnel Management,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 14)",Data Analyst
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Knoxville, Tennessee
                    Knoxville, Tennessee","Starting at $46,696 Per Year (GS 7-9)",Data Analyst
Management and Program Analyst,Office of Personnel Management,Other Agencies and Independent Organizations,Anywhere in the U.S. (remote job),"Starting at $53,105 Per Year (GS 7)",Data Analyst
Financial Analyst,Animal and Plant Health Inspection Service,Department of Agriculture,"Ames, Iowa
                    Ames, Iowa","Starting at $83,278 Per Year (GS 12)",Data Analyst
Budget Analyst,National Institutes of Health,Department of Health and Human Services,"Montgomery County, Maryland
                    Montgomery County, Maryland","Starting at $78,592 Per Year (GS 11-13)",Data Analyst
MECHANICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Naval Business Center, Philadelphia, Pennsylvania
                    Naval Business Center, Philadelphia, Pennsylvania","Starting at $108,084 Per Year (GS 13)",Mechanical Engineer
Mechanical Engineer,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $109,019 Per Year (GS 12)",Mechanical Engineer
Mechanical Engineer,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $109,019 Per Year (GS 12)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Sea Systems Command,Department of the Navy,Multiple Locations,"Starting at $46,696 Per Year (GS 7-9)",Mechanical Engineer
MECHANICAL ENGINEER,U.S. Army Corps of Engineers,Department of the Army,"Seattle, Washington
                    Seattle, Washington","Starting at $123,998 Per Year (GS 13)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Sea Systems Command,Department of the Navy,"Newport News, Virginia
                    Newport News, Virginia","Starting at $83,854 Per Year (GS 12)",Mechanical Engineer
MECHANICAL ENGINEER,U.S. Army Corps of Engineers,Department of the Army,"Philadelphia, Pennsylvania
                    Philadelphia, Pennsylvania","Starting at $90,893 Per Year (GS 12)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Sea Systems Command,Department of the Navy,Multiple Locations,"Starting at $69,107 Per Year (GS 11-12)",Mechanical Engineer
MECHANICAL ENGINEER,U.S. Army Communications Electronics Command,Department of the Army,"Tobyhanna, Pennsylvania
                    Tobyhanna, Pennsylvania","Starting at $96,808 Per Year (GS 12)",Mechanical Engineer
Mechanical Engineer,U.S. Army Corps of Engineers,Department of the Army,"Albuquerque, New Mexico
                    Albuquerque, New Mexico","Starting at $97,169 Per Year (GS 12)",Mechanical Engineer
Mechanical Engineer,Defense Logistics Agency,Department of Defense,"Whitehall, Ohio
                    Whitehall, Ohio","Starting at $48,607 Per Year (GS 7-12)",Mechanical Engineer
Mechanical Engineer,U.S. Army Corps of Engineers,Department of the Army,"Philadelphia, Pennsylvania
                    Philadelphia, Pennsylvania","Starting at $52,106 Per Year (GS 7)",Mechanical Engineer
Mechanical Engineer,Washington Headquarters Services,Department of Defense,"Fairfield, Pennsylvania
                    Fairfield, Pennsylvania","Starting at $112,015 Per Year (GS 13)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Sea Systems Command,Department of the Navy,"Washington Navy Yard, District of Columbia
                    Washington Navy Yard, District of Columbia","Starting at $132,368 Per Year (NH 4)",Mechanical Engineer
Mechanical Engineer,Military Treatment Facilities under DHA,Department of Defense,"Fort Moore, Georgia
                    Fort Moore, Georgia","Starting at $82,830 Per Year (GS 12)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Air Systems Command,Department of the Navy,"Naval Air Station San Diego, California
                    Naval Air Station San Diego, California","Starting at $78,307 Per Year (GS 11-12)",Mechanical Engineer
MECHANICAL ENGINEERING,Air Force Civilian Career Training,Department of the Air Force,Multiple Locations,"Starting at $65,370 Per Year (NH 2-3)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Dahlgren, Virginia
                    Dahlgren, Virginia","Starting at $78,592 Per Year (GS 11-12)",Mechanical Engineer
Mechanical Engineer,Army Installation Management Command,Department of the Army,"Fort Sill, Oklahoma
                    Fort Sill, Oklahoma","Starting at $42,068 Per Year (GS 5-12)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Naval Base, Norfolk, Virginia
                    Naval Base, Norfolk, Virginia","Starting at $83,854 Per Year (GS 12)",Mechanical Engineer
Mechanical Engineer,Army Installation Management Command,Department of the Army,"Fort Irwin, California
                    Fort Irwin, California","Starting at $95,905 Per Year (GS 12)",Mechanical Engineer
Mechanical Engineer,U.S. Army Corps of Engineers,Department of the Army,"Norfolk, Virginia
                    Norfolk, Virginia","Starting at $99,714 Per Year (GS 13)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Portsmouth Naval Shipyard, Maine
                    Portsmouth Naval Shipyard, Maine","Starting at $110,798 Per Year (GS 13)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Washington Navy Yard, District of Columbia
                    Washington Navy Yard, District of Columbia","Starting at $94,199 Per Year (GS 12-13)",Mechanical Engineer
Mechanical Engineer,Federal Aviation Administration,Department of Transportation,"Fort Worth, Texas
                    Fort Worth, Texas","Starting at $90,892 Per Year (FV I)",Mechanical Engineer
Program Analyst-Telehealth,Veterans Health Administration,Department of Veterans Affairs,"Prescott, Arizona
                    Prescott, Arizona","Starting at $46,696 Per Year (GS 7-9)",Data Analyst
Management Analyst,Natural Resources Conservation Service,Department of Agriculture,"Saint Paul, Minnesota
                    Saint Paul, Minnesota","Starting at $61,966 Per Year (GS 9-11)",Data Analyst
Program Analyst (DSFC),Indian Health Service,Department of Health and Human Services,"Oklahoma City, Oklahoma
                    Oklahoma City, Oklahoma","Starting at $57,118 Per Year (GS 9)",Data Analyst
IT Specialist (INFOSEC),Federal Emergency Management Agency,Department of Homeland Security,"Round Hill, Virginia
                    Round Hill, Virginia","Starting at $112,015 Per Year (IC 13)",Data Analyst
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Charleston, South Carolina
                    Charleston, South Carolina","Starting at $57,118 Per Year (GS 9-11)",Data Analyst
Management and Program Analyst,Merit Systems Protection Board,Other Agencies and Independent Organizations,"Washington, District of Columbia
                    Washington, District of Columbia","Starting at $132,368 Per Year (GS 13-14)",Data Analyst
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Martinsburg, West Virginia
                    Martinsburg, West Virginia","Starting at $78,592 Per Year (GS 11)",Data Analyst
Operations Research Analyst (6 Month Register),Defense Logistics Agency,Department of Defense,Multiple Locations,"Starting at $59,510 Per Year (GS 9-12)",Data Analyst
PROGRAM ANALYST,HQ USAF and Support Elements,Department of the Air Force,"Arlington, Virginia
                    Arlington, Virginia","Starting at $132,368 Per Year (GS 14)",Data Analyst
Budget Analyst,Veterans Health Administration,Department of Veterans Affairs,"Los Angeles, California
                    Los Angeles, California","Starting at $54,067 Per Year (GS 7-11)",Data Analyst
Scientific Program Analyst,National Institutes of Health,Department of Health and Human Services,"Montgomery County, Maryland
                    Montgomery County, Maryland","Starting at $94,199 Per Year (GS 12-13)",Data Analyst
FINANCIAL MANAGEMENT ANALYST (ACCELERATED HIRE),Army National Guard Units,Department of the Army,"Latham, New York
                    Latham, New York","Starting at $58,564 Per Year (GS 9)",Data Analyst
Program Analyst,"Offices, Boards and Divisions",Department of Justice,"Washington DC, District of Columbia
                    Washington DC, District of Columbia","Starting at $94,199 Per Year (GS 12-13)",Data Analyst
Public Notice for Financial Specialist/Analyst (Direct Hire),Federal Aviation Administration,Department of Transportation,"May be filled in various FAA duty locations,","Starting at $43,544 Per Year (FV F-K)",Data Analyst
Medical Records Administrator - (Assistant Chief (ACHIM)),Veterans Health Administration,Department of Veterans Affairs,"Cheyenne, Wyoming
                    Cheyenne, Wyoming","Starting at $69,107 Per Year (GS 11)",Data Analyst
Program Analyst,Deputy Assistant Secretary for Congressional Affairs,Department of Veterans Affairs,"District of Columbia, District of Columbia
                    District of Columbia, District of Columbia","Starting at $64,957 Per Year (GS 9-11)",Data Analyst
Public Health Analyst,National Institutes of Health,Department of Health and Human Services,"Montgomery County, Maryland
                    Montgomery County, Maryland","Starting at $94,199 Per Year (GS 12-13)",Data Analyst
SUPPLY SYSTEMS ANALYST,Air National Guard Units,Department of the Air Force,"Port Hueneme, California
                    Port Hueneme, California","Starting at $66,134 Per Year (GS 9)",Data Analyst
Public Health Analyst,National Institutes of Health,Department of Health and Human Services,"Montgomery County, Maryland
                    Montgomery County, Maryland","Starting at $94,199 Per Year (GS 12-13)",Data Analyst
SUPPLY SYSTEMS ANALYST,Army National Guard Units,Department of the Army,"Sacramento, California
                    Sacramento, California","Starting at $62,903 Per Year (GS 9)",Data Analyst
Public Notice for Direct Hire (Data Modernization),Centers for Disease Control and Prevention,Department of Health and Human Services,Multiple Locations,"Starting at $44,740 Per Year (GS 7-14)",Data Analyst
Performance Improvement Analyst,Department of Homeland Security - Agency Wide,Department of Homeland Security,Anywhere in the U.S. (remote job),"Starting at $112,015 Per Year (GS 13-14)",Data Analyst
FINANCIAL MANAGEMENT ANALYST,Naval Air Systems Command,Department of the Navy,"China Lake, California
                    China Lake, California","Starting at $95,905 Per Year (DA 5)",Data Analyst
IT CYBERSECURITY SPECIALIST (SYSADMIN) (TITLE 5),Air National Guard Units,Department of the Air Force,"Nashville, Tennessee
                    Nashville, Tennessee","Starting at $81,545 Per Year (GS 11)",Data Analyst
IT CYBERSECURITY SPECIALIST (INFOSEC) (TITLE 5),Air National Guard Units,Department of the Air Force,"Nashville, Tennessee
                    Nashville, Tennessee","Starting at $82,830 Per Year (GS 12)",Data Analyst
Mechanical Engineer,Federal Aviation Administration,Department of Transportation,"Fort Worth, Texas
                    Fort Worth, Texas","Starting at $90,892 Per Year (FV I)",Mechanical Engineer
MECHANICAL ENGINEER/NAVAL ARCHITECT,U.S. Pacific Fleet,Department of the Navy,"Bremerton, Washington
                    Bremerton, Washington","Starting at $76,860 Per Year (GS 11-12)",Mechanical Engineer
Mechanical Engineer,Naval Facilities Engineering Systems Command,Department of the Navy,"Annapolis, Maryland
                    Annapolis, Maryland","Starting at $94,199 Per Year (GS 12-13)",Mechanical Engineer
MECHANICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Naval Base, Norfolk, Virginia
                    Naval Base, Norfolk, Virginia","Starting at $83,857 Per Year (GS 12)",Mechanical Engineer
MECHANICAL ENGINEER,Military Sealift Command,Department of the Navy,"Naval Base, Norfolk, Virginia
                    Naval Base, Norfolk, Virginia","Starting at $38,162 Per Year (GS 5-7)",Mechanical Engineer
"Mechanical Engineer, AST, Mechanical Experimental Equipment (Direct-Hire)",John Glenn Research Center at Lewis Field,National Aeronautics and Space Administration,"Cleveland, Ohio
                    Cleveland, Ohio","Starting at $102,884 Per Year (GS 13)",Mechanical Engineer
Mechanical Engineer (Energy/Economic Analysis),Army Installation Management Command,Department of the Army,"Fort Sill, Oklahoma
                    Fort Sill, Oklahoma","Starting at $42,068 Per Year (GS 5-12)",Mechanical Engineer
MECHANICAL ENGINEER- DIRECT HIRE AUTHORITY,Department of the Air Force - Agency Wide,Department of the Air Force,"Eglin AFB, Florida
                    Eglin AFB, Florida","Starting at $70,183 Per Year (DR 2-3)",Mechanical Engineer
Civil/Mechanical/Electrical/Electronics Engineer,Bonneville Power Administration,Department of Energy,"Vancouver, Washington
                    Vancouver, Washington","Starting at $121,180 Per Year (GS 13)",Mechanical Engineer
MECHANICAL OR ELECTRICAL ENGINEER,Naval Facilities Engineering Systems Command,Department of the Navy,"Washington Navy Yard, District of Columbia
                    Washington Navy Yard, District of Columbia","Starting at $94,199 Per Year (GS 12-13)",Mechanical Engineer
Patent Examiner (Mechanical Engineering),Patent and Trademark Office,Department of Commerce,"Alexandria, Virginia
                    Alexandria, Virginia","Starting at $61,325 Per Year (GS 7-9)",Mechanical Engineer
